KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,ëçêîÅAîNóÓÅuïsè⁄Åvä‹Çﬁ,ëçêîÇOÅ`ÇSçŒ,ëçêîÇTÅ`ÇXçŒ,ëçêîÇPÇOÅ`ÇPÇSçŒ,ëçêîÇPÇTÅ`ÇPÇXçŒ,ëçêîÇQÇOÅ`ÇQÇSçŒ,ëçêîÇQÇTÅ`ÇQÇXçŒ,ëçêîÇRÇOÅ`ÇRÇSçŒ,ëçêîÇRÇTÅ`ÇRÇXçŒ,ëçêîÇSÇOÅ`ÇSÇSçŒ,ëçêîÇSÇTÅ`ÇSÇXçŒ,ëçêîÇTÇOÅ`ÇTÇSçŒ,ëçêîÇTÇTÅ`ÇTÇXçŒ,ëçêîÇUÇOÅ`ÇUÇSçŒ,ëçêîÇUÇTÅ`ÇUÇXçŒ,ëçêîÇVÇOÅ`ÇVÇSçŒ,ëçêîÇPÇTçŒñ¢ñû,ëçêîÇPÇTÅ`ÇUÇSçŒ,ëçêîÇUÇTçŒà»è„,ëçêîÇVÇTçŒà»è„,íjÇÃëçêîÅAîNóÓÅuïsè⁄Åvä‹Çﬁ,íjÇOÅ`ÇSçŒ,íjÇTÅ`ÇXçŒ,íjÇPÇOÅ`ÇPÇSçŒ,íjÇPÇTÅ`ÇPÇXçŒ,íjÇQÇOÅ`ÇQÇSçŒ,íjÇQÇTÅ`ÇQÇXçŒ,íjÇRÇOÅ`ÇRÇSçŒ,íjÇRÇTÅ`ÇRÇXçŒ,íjÇSÇOÅ`ÇSÇSçŒ,íjÇSÇTÅ`ÇSÇXçŒ,íjÇTÇOÅ`ÇTÇSçŒ,íjÇTÇTÅ`ÇTÇXçŒ,íjÇUÇOÅ`ÇUÇSçŒ,íjÇUÇTÅ`ÇUÇXçŒ,íjÇVÇOÅ`ÇVÇSçŒ,íjÇPÇTçŒñ¢ñû,íjÇPÇTÅ`ÇUÇSçŒ,íjÇUÇTçŒà»è„,íjÇVÇTçŒà»è„,èóÇÃëçêîÅAîNóÓÅuïsè⁄Åvä‹Çﬁ,èóÇOÅ`ÇSçŒ,èóÇTÅ`ÇXçŒ,èóÇPÇOÅ`ÇPÇSçŒ,èóÇPÇTÅ`ÇPÇXçŒ,èóÇQÇOÅ`ÇQÇSçŒ,èóÇQÇTÅ`ÇQÇXçŒ,èóÇRÇOÅ`ÇRÇSçŒ,èóÇRÇTÅ`ÇRÇXçŒ,èóÇSÇOÅ`ÇSÇSçŒ,èóÇSÇTÅ`ÇSÇXçŒ,èóÇTÇOÅ`ÇTÇSçŒ,èóÇTÇTÅ`ÇTÇXçŒ,èóÇUÇOÅ`ÇUÇSçŒ,èóÇUÇTÅ`ÇUÇXçŒ,èóÇVÇOÅ`ÇVÇSçŒ,èóÇPÇTçŒñ¢ñû,èóÇPÇTÅ`ÇUÇSçŒ,èóÇUÇTçŒà»è„,èóÇVÇTçŒà»è„
422010021,3,í∑çËés,ñÓÇÃïΩ,0,,,1689,28,32,64,77,43,45,59,78,78,119,128,119,125,155,160,124,871,684,369,767,14,18,26,38,22,23,28,40,37,60,57,53,56,76,73,58,414,288,139,922,14,14,38,39,21,22,31,38,41,59,71,66,69,79,87,66,457,396,230
42201002101,4,í∑çËés,ñÓÇÃïΩàÍíöñ⁄,0,,,476,13,9,27,26,8,15,14,25,18,46,47,46,36,44,36,49,281,146,66,211,7,4,11,12,5,9,4,12,7,22,20,21,16,21,20,22,128,61,20,265,6,5,16,14,3,6,10,13,11,24,27,25,20,23,16,27,153,85,46
42201002102,4,í∑çËés,ñÓÇÃïΩìÒíöñ⁄,0,,,591,9,12,20,30,18,16,18,22,31,34,32,40,45,53,66,41,286,261,142,272,3,7,6,18,9,7,6,12,15,18,15,19,23,28,26,16,142,112,58,319,6,5,14,12,9,9,12,10,16,16,17,21,22,25,40,25,144,149,84
42201002103,4,í∑çËés,ñÓÇÃïΩéOíöñ⁄,0,,,299,2,3,8,12,9,7,10,16,13,24,22,17,13,33,33,13,143,142,76,135,2,1,4,6,4,5,7,9,7,11,7,6,3,16,16,7,65,62,30,164,0,2,4,6,5,2,3,7,6,13,15,11,10,17,17,6,78,80,46
42201002104,4,í∑çËés,ñÓÇÃïΩélíöñ⁄,0,,,323,4,8,9,9,8,7,17,15,16,15,27,16,31,25,25,21,161,135,85,149,2,6,5,2,4,2,11,7,8,9,15,7,14,11,11,13,79,53,31,174,2,2,4,7,4,5,6,8,8,6,12,9,17,14,14,8,82,82,54
422010022,3,í∑çËés,ñÓÇÃïΩ,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42201002201,4,í∑çËés,ñÓÇÃïΩàÍíöñ⁄,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42201002203,4,í∑çËés,ñÓÇÃïΩéOíöñ⁄,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42201002204,4,í∑çËés,ñÓÇÃïΩélíöñ⁄,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422010060,2,í∑çËés,îíñÿí¨,0,,,881,30,30,21,32,38,51,37,40,45,74,66,59,52,73,70,81,494,297,154,382,11,15,12,11,15,19,18,17,17,28,34,31,26,30,33,38,216,122,59,499,19,15,9,21,23,32,19,23,28,46,32,28,26,43,37,43,278,175,95
422010071,2,í∑çËés,î™Ç¬îˆí¨,1,,0072,1201,38,58,48,64,26,39,44,43,67,77,66,87,77,104,115,144,590,462,243,514,19,33,24,36,10,20,18,21,25,33,27,37,35,41,49,76,262,174,84,687,19,25,24,28,16,19,26,22,42,44,39,50,42,63,66,68,328,288,159
422010072,2,í∑çËés,î™Ç¬îˆí¨,2,71,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422010080,3,í∑çËés,íÜêÏ,0,,,1094,29,40,62,64,42,44,38,53,67,106,86,78,74,66,71,131,652,293,156,481,14,20,34,31,15,17,18,25,27,50,33,40,38,33,22,68,294,108,53,613,15,20,28,33,27,27,20,28,40,56,53,38,36,33,49,63,358,185,103
42201008001,4,í∑çËés,íÜêÏàÍíöñ⁄,0,,,522,20,25,34,29,18,22,17,27,37,56,45,37,30,22,23,79,318,117,72,237,9,11,22,15,5,9,7,14,15,28,15,21,16,13,7,42,145,45,25,285,11,14,12,14,13,13,10,13,22,28,30,16,14,9,16,37,173,72,47
42201008002,4,í∑çËés,íÜêÏìÒíöñ⁄,0,,,572,9,15,28,35,24,22,21,26,30,50,41,41,44,44,48,52,334,176,84,244,5,9,12,16,10,8,11,11,12,22,18,19,22,20,15,26,149,63,28,328,4,6,16,19,14,14,10,15,18,28,23,22,22,24,33,26,185,113,56
422010100,2,í∑çËés,êVíÜêÏí¨,0,,,464,16,8,14,26,18,27,33,27,23,28,30,35,29,32,45,38,276,145,68,201,8,3,5,16,5,7,15,16,10,13,13,17,12,18,18,16,124,58,22,263,8,5,9,10,13,20,18,11,13,15,17,18,17,14,27,22,152,87,46
422010110,3,í∑çËés,ç˜înèÍ,0,,,1295,37,41,59,58,43,48,36,63,59,112,110,120,95,94,80,137,744,403,229,543,17,25,28,29,12,20,19,28,28,37,47,51,36,47,37,70,307,160,76,752,20,16,31,29,31,28,17,35,31,75,63,69,59,47,43,67,437,243,153
42201011001,4,í∑çËés,ç˜înèÍàÍíöñ⁄,0,,,631,21,20,32,26,12,28,20,26,29,63,54,58,44,41,40,73,360,193,112,277,10,11,16,13,3,10,13,12,14,22,23,29,17,22,18,37,156,81,41,354,11,9,16,13,9,18,7,14,15,41,31,29,27,19,22,36,204,112,71
42201011002,4,í∑çËés,ç˜înèÍìÒíöñ⁄,0,,,664,16,21,27,32,31,20,16,37,30,49,56,62,51,53,40,64,384,210,117,266,7,14,12,16,9,10,6,16,14,15,24,22,19,25,19,33,151,79,35,398,9,7,15,16,22,10,10,21,16,34,32,40,32,28,21,31,233,131,82
422010130,2,í∑çËés,êVëÂçHí¨,0,,,521,13,9,31,20,20,20,22,27,27,44,49,45,38,41,43,53,312,154,70,238,8,5,15,10,10,7,8,14,14,17,22,20,19,20,20,28,141,67,27,283,5,4,16,10,10,13,14,13,13,27,27,25,19,21,23,25,171,87,43
422010140,2,í∑çËés,à…ê®í¨,0,,,413,9,12,17,32,19,9,23,13,19,33,34,37,18,29,17,38,237,128,82,183,4,6,8,21,14,5,12,7,7,12,16,16,14,12,2,18,124,35,21,230,5,6,9,11,5,4,11,6,12,21,18,21,4,17,15,20,113,93,61
422010150,3,í∑çËés,à…ó«ó—,0,,,1428,42,41,54,60,40,52,55,53,69,85,108,115,110,120,115,137,747,524,289,615,20,21,28,32,16,20,24,22,34,36,50,52,47,55,48,69,333,204,101,813,22,20,26,28,24,32,31,31,35,49,58,63,63,65,67,68,414,320,188
42201015001,4,í∑çËés,à…ó«ó—àÍíöñ⁄,0,,,405,9,12,19,15,14,12,21,16,22,30,24,24,25,37,37,40,203,155,81,165,5,7,7,3,4,3,12,4,13,13,10,10,11,16,14,19,83,59,29,240,4,5,12,12,10,9,9,12,9,17,14,14,14,21,23,21,120,96,52
42201015002,4,í∑çËés,à…ó«ó—ìÒíöñ⁄,0,,,466,15,14,20,20,14,15,15,13,28,28,41,48,33,39,38,49,255,154,77,212,8,7,13,11,7,5,4,7,12,11,20,22,18,17,19,28,117,64,28,254,7,7,7,9,7,10,11,6,16,17,21,26,15,22,19,21,138,90,49
42201015003,4,í∑çËés,à…ó«ó—éOíöñ⁄,0,,,557,18,15,15,25,12,25,19,24,19,27,43,43,52,44,40,48,289,215,131,238,7,7,8,18,5,12,8,11,9,12,20,20,18,22,15,22,133,81,44,319,11,8,7,7,7,13,11,13,10,15,23,23,34,22,25,26,156,134,87
422010180,2,í∑çËés,ïóì™í¨,0,,,863,22,17,28,23,35,27,33,37,37,54,64,62,67,71,81,67,439,352,200,393,12,8,14,10,20,11,19,16,17,30,37,31,25,33,37,34,216,140,70,470,10,9,14,13,15,16,14,21,20,24,27,31,42,38,44,33,223,212,130
422010190,2,í∑çËés,ïFå©í¨,0,,,835,28,31,22,38,28,24,38,34,56,59,57,58,63,74,70,81,455,289,145,385,15,22,14,21,16,11,21,13,26,28,22,28,27,26,35,51,213,117,56,450,13,9,8,17,12,13,17,21,30,31,35,30,36,48,35,30,242,172,89
422010200,2,í∑çËés,éõí¨,0,,,109,3,2,0,3,2,6,3,5,4,2,6,5,3,6,15,5,39,65,44,49,0,1,0,2,2,6,2,4,3,1,3,3,2,5,7,1,28,20,8,60,3,1,0,1,0,0,1,1,1,1,3,2,1,1,8,4,11,45,36
422010210,2,í∑çËés,î™î¶í¨,0,,,864,27,31,40,27,40,42,42,51,40,72,60,60,58,60,61,98,492,245,124,348,15,18,21,14,13,14,14,19,17,24,30,23,23,23,28,54,191,85,34,516,12,13,19,13,27,28,28,32,23,48,30,37,35,37,33,44,301,160,90
422010220,2,í∑çËés,ççâÆí¨,0,,,682,24,29,23,20,24,44,39,38,55,49,50,45,37,50,52,76,401,200,98,290,15,9,12,15,8,21,18,15,20,18,21,22,14,24,22,36,172,78,32,392,9,20,11,5,16,23,21,23,35,31,29,23,23,26,30,40,229,122,66
422010230,2,í∑çËés,èoóàëÂçHí¨,0,,,462,21,20,11,13,21,44,39,38,33,33,38,24,28,21,22,52,311,85,42,204,10,12,5,5,11,17,19,18,18,11,15,9,13,8,8,27,136,34,18,258,11,8,6,8,10,27,20,20,15,22,23,15,15,13,14,25,175,51,24
422010240,2,í∑çËés,îní¨,0,,,737,26,20,22,21,49,83,76,50,56,47,60,32,25,36,25,68,499,114,53,337,10,10,13,10,24,39,31,21,24,19,35,17,13,15,9,33,233,40,16,400,16,10,9,11,25,44,45,29,32,28,25,15,12,21,16,35,266,74,37
422010250,2,í∑çËés,òFîîí¨,0,,,175,7,7,13,5,2,1,5,9,9,19,12,16,20,13,11,27,98,49,25,73,4,3,4,3,1,0,3,4,3,7,5,5,9,5,5,11,40,21,11,102,3,4,9,2,1,1,2,5,6,12,7,11,11,8,6,16,58,28,14
422010260,2,í∑çËés,èüéRí¨,0,,,361,21,14,5,8,11,18,26,31,16,24,25,22,13,12,17,40,194,66,37,162,12,6,2,4,6,8,11,12,9,13,12,12,7,4,6,20,94,23,13,199,9,8,3,4,5,10,15,19,7,11,13,10,6,8,11,20,100,43,24
422010270,2,í∑çËés,ëÂà‰éËí¨,0,,,226,8,6,6,6,16,15,13,17,18,15,17,11,11,7,11,20,139,50,32,99,3,5,3,3,7,8,5,6,9,5,6,5,6,4,4,11,60,19,11,127,5,1,3,3,9,7,8,11,9,10,11,6,5,3,7,9,79,31,21
422010280,2,í∑çËés,ç°îéëΩí¨,0,,,258,9,3,7,13,11,18,14,12,14,29,18,17,17,11,19,19,163,64,34,98,6,0,4,4,0,6,10,1,7,9,9,7,7,2,9,10,60,22,11,160,3,3,3,9,11,12,4,11,7,20,9,10,10,9,10,9,103,42,23
422010290,2,í∑çËés,å√í¨,0,,,389,9,7,5,15,40,43,32,25,17,31,24,28,17,14,20,21,272,69,35,162,4,1,3,5,14,17,17,7,6,15,10,13,10,7,4,8,114,26,15,227,5,6,2,10,26,26,15,18,11,16,14,15,7,7,16,13,158,43,20
422010300,2,í∑çËés,â±âÆí¨,0,,,366,9,10,9,4,18,36,26,29,22,28,23,16,18,27,22,28,220,89,40,163,5,3,4,0,7,19,7,12,9,17,15,4,8,13,7,12,98,37,17,203,4,7,5,4,11,17,19,17,13,11,8,12,10,14,15,16,122,52,23
422010310,2,í∑çËés,êzñKí¨,0,,,669,34,36,23,22,20,11,30,37,56,50,42,40,43,50,56,93,351,216,110,269,16,20,8,6,7,6,8,18,25,18,14,17,21,16,22,44,140,79,41,400,18,16,15,16,13,5,22,19,31,32,28,23,22,34,34,49,211,137,69
422010320,2,í∑çËés,ãõÇÃí¨,0,,,972,26,46,35,24,47,48,35,52,63,81,80,65,67,54,64,107,562,246,128,412,11,26,20,10,19,20,14,21,27,30,35,23,29,30,27,57,228,97,40,560,15,20,15,14,28,28,21,31,36,51,45,42,38,24,37,50,334,149,88
422010330,2,í∑çËés,âhí¨,0,,,198,10,8,4,3,6,2,17,12,12,14,14,9,11,20,17,22,100,70,33,83,5,5,0,1,1,1,7,5,8,7,6,3,3,10,7,10,42,28,11,115,5,3,4,2,5,1,10,7,4,7,8,6,8,10,10,12,58,42,22
422010340,2,í∑çËés,å√êÏí¨,0,,,371,12,10,20,11,10,18,12,18,34,29,35,23,22,19,29,42,212,94,46,158,8,5,10,4,3,5,2,5,15,13,16,12,10,8,12,23,85,37,17,213,4,5,10,7,7,13,10,13,19,16,19,11,12,11,17,19,127,57,29
422010350,2,í∑çËés,ìˆí¨,0,,,358,16,15,13,17,21,26,19,18,28,32,26,22,24,17,20,44,233,68,31,153,4,9,7,8,8,11,6,7,12,15,15,11,10,3,9,20,103,23,11,205,12,6,6,9,13,15,13,11,16,17,11,11,14,14,11,24,130,45,20
422010360,2,í∑çËés,ñúâÆí¨,0,,,783,12,20,11,18,42,41,56,60,60,54,69,56,38,45,44,43,494,169,80,357,7,9,7,9,12,15,26,31,35,32,25,30,16,17,22,23,231,63,24,426,5,11,4,9,30,26,30,29,25,22,44,26,22,28,22,20,263,106,56
422010370,2,í∑çËés,ízí¨,0,,,144,1,4,2,3,6,17,9,9,6,9,7,9,6,13,11,7,81,53,29,64,1,2,1,1,4,10,3,2,1,3,4,3,3,7,9,4,34,25,9,80,0,2,1,2,2,7,6,7,5,6,3,6,3,6,2,3,47,28,20
422010380,2,í∑çËés,ïlí¨,0,,,408,11,13,9,6,10,14,24,29,23,22,44,36,22,27,34,33,230,116,55,184,3,10,5,5,3,7,9,15,14,12,20,15,8,11,16,18,108,44,17,224,8,3,4,1,7,7,15,14,9,10,24,21,14,16,18,15,122,72,38
422010390,2,í∑çËés,ì∫ç¿í¨,0,,,272,9,5,7,4,18,11,10,14,20,27,20,18,16,16,18,21,158,77,43,122,4,4,3,2,6,4,6,6,9,14,10,9,5,9,6,11,71,29,14,150,5,1,4,2,12,7,4,8,11,13,10,9,11,7,12,10,87,48,29
422010400,2,í∑çËés,íbñËâÆí¨,0,,,870,38,22,29,26,22,57,57,54,56,82,57,60,49,56,60,89,520,211,95,367,21,10,14,16,8,22,25,18,24,28,27,24,20,25,24,45,212,84,35,503,17,12,15,10,14,35,32,36,32,54,30,36,29,31,36,44,308,127,60
422010410,2,í∑çËés,ñ˚âÆí¨,0,,,721,11,20,30,19,35,36,31,43,65,67,59,36,32,53,41,61,423,183,89,329,4,13,16,8,11,11,14,17,32,33,31,18,15,21,21,33,190,76,34,392,7,7,14,11,24,25,17,26,33,34,28,18,17,32,20,28,233,107,55
422010421,2,í∑çËés,çÇïΩí¨,0,,,515,10,6,12,15,26,18,19,24,21,54,33,28,22,42,60,28,260,207,105,224,4,2,7,7,8,11,7,13,8,25,16,10,7,22,24,13,112,85,39,291,6,4,5,8,18,7,12,11,13,29,17,18,15,20,36,15,148,122,66
422010431,3,í∑çËés,à§ìÜ,0,,,3600,131,119,119,116,135,167,208,182,225,240,176,191,215,243,300,369,1855,1337,794,1535,69,61,57,55,65,71,97,78,115,110,70,92,95,118,122,187,848,472,232,2065,62,58,62,61,70,96,111,104,110,130,106,99,120,125,178,182,1007,865,562
42201043101,4,í∑çËés,à§ìÜàÍíöñ⁄,0,,,927,31,31,22,31,42,36,81,63,66,52,52,51,59,66,83,84,533,297,148,429,18,17,14,15,22,18,36,26,38,20,22,26,31,29,36,49,254,118,53,498,13,14,8,16,20,18,45,37,28,32,30,25,28,37,47,35,279,179,95
42201043102,4,í∑çËés,à§ìÜìÒíöñ⁄,0,,,661,20,22,19,29,29,37,29,35,30,47,35,38,47,50,61,61,356,235,124,291,13,11,5,12,14,18,14,17,16,24,12,16,23,22,26,29,166,91,43,370,7,11,14,17,15,19,15,18,14,23,23,22,24,28,35,32,190,144,81
42201043103,4,í∑çËés,à§ìÜéOíöñ⁄,0,,,1093,47,36,45,28,44,60,72,53,82,70,51,55,72,90,101,128,587,362,171,477,22,17,23,12,18,25,34,24,39,33,19,30,28,45,36,62,262,138,57,616,25,19,22,16,26,35,38,29,43,37,32,25,44,45,65,66,325,224,114
42201043104,4,í∑çËés,à§ìÜélíöñ⁄,0,,,919,33,30,33,28,20,34,26,31,47,71,38,47,37,37,55,96,379,443,351,338,16,16,15,16,11,10,13,11,22,33,17,20,13,22,24,47,166,125,79,581,17,14,18,12,9,24,13,20,25,38,21,27,24,15,31,49,213,318,272
422010434,2,í∑çËés,à§ìÜ,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422010471,2,í∑çËés,ñÌê∂í¨,0,,,1209,40,36,47,104,45,34,57,52,57,78,76,76,81,91,90,123,660,417,236,495,23,17,19,17,16,16,35,22,20,44,32,39,31,41,37,59,272,160,82,714,17,19,28,87,29,18,22,30,37,34,44,37,50,50,53,64,388,257,154
422010480,2,í∑çËés,éOåië‰í¨,0,,,964,32,50,49,46,27,24,36,31,59,64,57,61,60,99,104,131,465,363,160,443,17,33,22,24,12,12,16,15,30,30,23,29,22,42,47,72,213,155,66,521,15,17,27,22,15,12,20,16,29,34,34,32,38,57,57,59,252,208,94
422010490,2,í∑çËés,ìåè¨ìáí¨,0,,,587,15,13,13,11,29,53,39,47,32,37,35,35,39,34,30,41,357,141,77,235,6,6,4,4,12,21,13,19,16,17,15,16,19,10,9,16,152,42,23,352,9,7,9,7,17,32,26,28,16,20,20,19,20,24,21,25,205,99,54
422010500,3,í∑çËés,è„è¨ìá,0,,,3469,78,76,102,115,105,153,143,170,169,255,203,231,253,307,336,256,1797,1317,674,1623,34,44,45,52,50,88,74,84,82,138,92,116,120,147,151,123,896,547,249,1846,44,32,57,63,55,65,69,86,87,117,111,115,133,160,185,133,901,770,425
42201050001,4,í∑çËés,è„è¨ìáàÍíöñ⁄,0,,,428,5,7,14,11,11,24,15,18,22,36,27,27,36,43,40,26,227,163,80,205,4,5,9,5,4,15,7,8,11,23,13,12,19,17,15,18,117,62,30,223,1,2,5,6,7,9,8,10,11,13,14,15,17,26,25,8,110,101,50
42201050002,4,í∑çËés,è„è¨ìáìÒíöñ⁄,0,,,747,12,13,15,25,35,43,47,53,51,50,46,40,47,50,49,40,437,198,99,361,10,7,3,15,16,24,25,28,26,27,23,23,18,23,18,20,225,76,35,386,2,6,12,10,19,19,22,25,25,23,23,17,29,27,31,20,212,122,64
